"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000005889.16",1628.05549228876,-0.171188935968418,0.071435373885015,-2.39641688225739,0.0165562480052372,0.0751987946573481,"ZFX"
"ENSG00000005893.16",10957.8593359847,0.0606025124426784,0.0689971899426246,0.878333052303624,0.379763003941613,0.571327127399819,"LAMP2"
"ENSG00000005961.19",106.823161547649,-0.711567983544761,0.181086560859696,-3.92943562551876,8.51454667103383e-05,0.00196040665503962,"ITGA2B"
"ENSG00000005981.13",49.606888713632,-0.440144733733735,0.180436684084338,-2.43933064923764,0.0147144977444293,0.0693993162495093,"ASB4"
"ENSG00000006007.12",4910.31273077666,0.0537623013087832,0.0708831056743201,0.758464246132214,0.448173109354715,0.632480635446609,"GDE1"
"ENSG00000006015.18",909.785508531583,0.177877524277038,0.0920372400635188,1.93266903868779,0.0532769816241988,0.162312458749492,"REX1BD"
"ENSG00000006016.11",5587.18980613195,-0.0528984683276688,0.289941155242935,-0.182445532036825,0.855233095979585,0.922557626613166,"CRLF1"
"ENSG00000006025.12",859.706198245352,-0.069777152912651,0.101714705799329,-0.686008501566263,0.492707747363551,0.670442597497638,"OSBPL7"
"ENSG00000006042.12",3269.6814280815,-0.000370025322275338,0.114216489159695,-0.00323968391077034,0.997415110747356,0.998765077060626,"TMEM98"
"ENSG00000006047.13",251.340087966614,-0.0558622387745627,0.245105312892878,-0.227911170570901,0.819715298386942,0.901810691806006,"YBX2"
"ENSG00000006059.4",0.502031642522341,-1.12645322662345,0.727078873972176,-1.54928614617753,0.121312948582625,0.276691922803406,"KRT33A"
"ENSG00000006062.17",801.243199318162,-0.11934860826291,0.0891293284977694,-1.33904978613069,0.180554465776356,0.357362810123788,"MAP3K14"
"ENSG00000006071.15",56.2989749709797,-0.997462739368887,0.261514971776621,-3.81417068626149,0.000136641008203515,0.00276043027070366,"ABCC8"
"ENSG00000006118.15",2491.38165580958,0.195582569129499,0.133793480122677,1.46182436505999,0.143789345503272,0.308830312872746,"TMEM132A"
"ENSG00000006125.18",12841.3586993739,0.213964911884066,0.06359252898287,3.3646234126292,0.000766481969851684,0.00912025883569411,"AP2B1"
"ENSG00000006128.12",8.86298544050578,0.616326471535258,0.477793620347199,1.28994286505414,0.197070496340523,0.377289708721393,"TAC1"
"ENSG00000006194.10",1405.40390693057,0.0157514392212419,0.0427746404319552,0.368242469420612,0.712692445728583,0.833995766108001,"ZNF263"
"ENSG00000006210.7",5086.76119295873,0.101142508720029,0.173364811933025,0.583408522134829,0.559618322212292,0.723548458307333,"CX3CL1"
"ENSG00000006282.21",3005.38950805627,0.0637852140182317,0.0905519024748311,0.704405012760067,0.481180585157277,0.661056045280969,"SPATA20"
"ENSG00000006283.18",50.2916848258799,-0.408530424315422,0.182373731377846,-2.2400727408983,0.0250862008788436,0.0987775864977203,"CACNA1G"
"ENSG00000006327.14",4210.56841080954,0.435737751379011,0.128845336729359,3.38186668171222,0.00071995075863379,0.00872881303976503,"TNFRSF12A"
"ENSG00000006377.11",52.9753571571976,0.293962527141907,0.357849591580461,0.821469505787633,0.411378886840423,0.600383773151055,"DLX6"
"ENSG00000006432.15",1314.6761237719,-0.0865122972325805,0.093719719591568,-0.92309598886555,0.355957184773209,0.549440518923198,"MAP3K9"
"ENSG00000006451.8",3843.8472856653,0.202297155967235,0.0641999714007587,3.15104744680377,0.00162686059899581,0.0154795855736975,"RALA"
"ENSG00000006453.14",3134.86836237009,0.187720981432669,0.0976111849221736,1.92315031911907,0.0544611744462738,0.164729343221567,"BAIAP2L1"
"ENSG00000006459.11",1978.46730346754,-0.179929159098424,0.076892047386807,-2.34002299604908,0.0192825525641891,0.0832219370650176,"KDM7A"
"ENSG00000006468.14",2177.35429565014,-0.0934840606724589,0.137664113682063,-0.679073566611278,0.49709125011566,0.674027171561326,"ETV1"
"ENSG00000006530.18",1279.96742000373,-0.0765348652603527,0.0524417193748881,-1.45942707776667,0.144447597776858,0.309664769657754,"AGK"
"ENSG00000006534.16",5309.19257630022,0.0266689749238151,0.137928194313439,0.193354049594896,0.846681699419305,0.916885959093533,"ALDH3B1"
"ENSG00000006555.11",810.239126460787,0.382790679124411,0.106054379508432,3.60938115803109,0.000306928347013711,0.00487415313990574,"TTC22"
"ENSG00000006576.16",1718.29579555881,-0.073760412321693,0.0728047146062021,-1.0131268657622,0.310999567320096,0.504926219653468,"PHTF2"
"ENSG00000006606.9",25.1151684663494,0.0999625621195411,0.182960078860012,0.546362696946723,0.584816646620233,0.742801030670206,"CCL26"
"ENSG00000006607.14",1654.03803591548,-0.0213870829499149,0.0606943582036409,-0.352373492082365,0.724558178996681,0.84186205951478,"FARP2"
"ENSG00000006611.17",77.1679009352984,0.776447125239623,0.264630059011438,2.93408514565634,0.00334532424280634,0.0255162895951676,"USH1C"
"ENSG00000006625.18",1196.23739812864,0.189464841766992,0.0997500380452029,1.89939618550455,0.057512404658451,0.170768077387185,"GGCT"
"ENSG00000006634.8",663.413213984637,0.0446864400842667,0.0992738582452582,0.450133004540509,0.652614540000107,0.792598251932425,"DBF4"
"ENSG00000006638.13",142.287072290928,0.268390672854798,0.106633493876959,2.51694531517916,0.0118377200740188,0.0599594119008531,"TBXA2R"
"ENSG00000006652.15",563.407550030009,-0.194169427250797,0.109336836760456,-1.77588297781287,0.0757522071706423,0.204191131772431,"IFRD1"
"ENSG00000006695.12",645.195696836762,0.0374895199428719,0.0524429285740237,0.714863203910419,0.47469357581294,0.655023157353165,"COX10"
"ENSG00000006704.11",1488.68186987983,0.177650879927482,0.0760500996750445,2.33597169085338,0.0194927170082931,0.0838656108721189,"GTF2IRD1"
"ENSG00000006712.15",2946.5522878027,0.113222929273207,0.0634318777317555,1.78495313905117,0.0742689182068963,0.201633784054652,"PAF1"
"ENSG00000006715.16",3469.32434079623,0.0388311465013981,0.0563181748433161,0.689495826337252,0.490511298810743,0.668738438628422,"VPS41"
"ENSG00000006740.17",955.511268248749,-0.139334191370147,0.140010184007792,-0.995171832374653,0.319652698906375,0.513384042648611,"ARHGAP44"
"ENSG00000006744.19",2578.8332571034,0.0647683308290146,0.0523189544758146,1.2379515507894,0.215734025957077,0.399112743175649,"ELAC2"
"ENSG00000006747.15",1890.1323085223,-0.0595751288829784,0.189236933090463,-0.314817662229281,0.752900100606114,0.859966483102763,"SCIN"
"ENSG00000006756.16",4173.09282239422,-0.0255719618316987,0.0990796931393754,-0.258094883234313,0.796333680427899,0.887769127460689,"ARSD"
"ENSG00000006757.12",805.826789756859,0.119407030023411,0.0910650154246809,1.31122835115722,0.189780626610232,0.368470616323748,"PNPLA4"
"ENSG00000006788.14",9.84069155315816,-0.656657344274898,0.225096700076787,-2.91722332691191,0.00353162809279631,0.0264399581950681,"MYH13"
"ENSG00000006831.10",4016.89841280423,0.0420102838287247,0.0772069107546309,0.544125952173329,0.586354802774839,0.743676588525056,"ADIPOR2"
"ENSG00000006837.12",24.042592645028,-0.0450226540050991,0.112283467785781,-0.400973134272939,0.68843990378319,0.817470208882721,"CDKL3"
"ENSG00000007001.13",7.60141991757515,-0.187563110793204,0.191175603097726,-0.981103800662915,0.326541556393703,0.520144875222026,"UPP2"
"ENSG00000007038.11",261.380859248644,0.296407610305775,0.255409657046325,1.16051841474426,0.245837800745309,0.434919549468551,"PRSS21"
"ENSG00000007047.15",1554.53500306626,0.169384203783631,0.0649855295022527,2.60649109241711,0.00914752031971017,0.0506130903562545,"MARK4"
"ENSG00000007062.12",1379.98654629154,-0.913796711195774,0.250620134389754,-3.64614245148666,0.000266206442002801,0.00440060132750707,"PROM1"
"ENSG00000007080.11",2144.09077176486,0.209633553738869,0.0896409241578015,2.33859206281537,0.0193565559829545,0.0835088529662438,"CCDC124"
"ENSG00000007129.18",146.961681312068,0.145511899654011,0.141108829732927,1.03120336218094,0.302445464315632,0.495464097006364,"CEACAM21"
"ENSG00000007168.14",5199.67983093092,-0.0792914852648029,0.0486559050639486,-1.6296374542944,0.103178143535621,0.249499559320992,"PAFAH1B1"
"ENSG00000007171.18",88.0922999316717,-0.0499528940993806,0.159313666485701,-0.313550589860186,0.753862391752347,0.860632441362529,"NOS2"
"ENSG00000007174.18",364.640657078055,-1.4684043325329,0.276716784470241,-5.30652426936833,1.11735290251751e-07,1.54356971715832e-05,"DNAH9"
"ENSG00000007202.15",5828.42211582008,0.0503146132135676,0.0590835777082124,0.851583725380498,0.394445175560272,0.585190643461884,"KIAA0100"
"ENSG00000007216.15",158.539585898482,-1.30589685983948,0.370258052345288,-3.52699111219234,0.000420310872161973,0.00599873847369223,"SLC13A2"
"ENSG00000007237.19",1776.85801352974,-0.184660450062104,0.115469369819124,-1.59921588167809,0.109772642662407,0.2594902436921,"GAS7"
"ENSG00000007255.10",914.966071689591,0.182044478351412,0.0983821960224458,1.85038030976539,0.0642587549199331,0.18369970183319,"TRAPPC6A"
"ENSG00000007264.15",244.802462045104,0.20589750956617,0.134994282031515,1.52523133919185,0.127201406452577,0.285899991391323,"MATK"
"ENSG00000007306.15",123.929233287711,0.536538054605809,0.255421322258073,2.10060009815352,0.035676085427843,0.124490505413393,"CEACAM7"
"ENSG00000007312.13",169.40632595916,-0.289991461475758,0.155351763157407,-1.86667634523034,0.0619467989998095,0.179479138377918,"CD79B"
"ENSG00000007314.12",84.4473387492915,-1.43110950482395,0.247700874045245,-5.77757147745284,7.57865296212271e-09,1.94089302359963e-06,"SCN4A"
"ENSG00000007341.19",437.03901038242,-0.0751219632664026,0.0614664763306532,-1.22216153830408,0.221646545413397,0.406278987177016,"ST7L"
"ENSG00000007350.17",30.014645493837,0.752645728837448,0.283711561547715,2.65285533212529,0.00798140707271542,0.0460890579631796,"TKTL1"
"ENSG00000007372.24",3.57787273740293,-0.307565921037825,0.288323331870594,-1.06673961847759,0.286089431468616,0.478579010717317,"PAX6"
"ENSG00000007376.8",1087.62588438855,0.333528443722095,0.0951191037878661,3.50642962812105,0.000454161510655665,0.00634511085785105,"RPUSD1"
"ENSG00000007384.15",1959.05028165368,0.107428684018285,0.0879927432343156,1.22088117803321,0.222131011894101,0.406720990980053,"RHBDF1"
"ENSG00000007392.17",1859.18650634195,-0.140592296553442,0.0785611178437837,-1.78959134508505,0.0735196308826023,0.200464425235816,"LUC7L"
"ENSG00000007402.12",3214.73344282669,-0.456919399775852,0.227573437240016,-2.00778880574691,0.0446657388951336,0.144909027970735,"CACNA2D2"
"ENSG00000007516.14",796.159459951329,-0.027303605481277,0.150001444857526,-0.182022283233408,0.855565238526674,0.922756539758064,"BAIAP3"
"ENSG00000007520.4",1290.86764034391,0.266138927997058,0.0755972999852634,3.52048192262075,0.000430763354744594,0.00609753587139106,"TSR3"
"ENSG00000007541.17",1866.50426970355,0.111874993619979,0.0811544985580254,1.37854334150052,0.168035595919157,0.340668661337196,"PIGQ"
"ENSG00000007545.16",724.884637911819,-0.0476251562315769,0.0648218571497012,-0.734708296332673,0.462517166588861,0.644804212999771,"CRAMP1"
"ENSG00000007866.22",2028.78993231245,0.0464086677452984,0.0789635066714683,0.587722983711755,0.55671824590486,0.721282508692331,"TEAD3"
"ENSG00000007908.16",175.288914859606,0.0600778195424303,0.191655673490979,0.313467472410923,0.753925529534062,0.860632441362529,"SELE"
"ENSG00000007923.16",1260.02214104104,0.0618889256706495,0.0522097312578552,1.18539061932708,0.23586303894815,0.423228853923724,"DNAJC11"
"ENSG00000007933.13",582.023931343313,-0.342691109797187,0.137787869830282,-2.48709200758596,0.0128792085422746,0.063486450991701,"FMO3"
"ENSG00000007944.15",1832.47680192205,-0.336727109134976,0.0812619168973378,-4.14372589266359,3.41708151162215e-05,0.000994024933493626,"MYLIP"
"ENSG00000007952.18",75.1710595999937,0.359891932274337,0.114561529320912,3.14147283479605,0.00168100402125532,0.0158192583220148,"NOX1"
"ENSG00000007968.7",316.413503333778,0.0529345007364281,0.135950529664225,0.389365902929303,0.6970054913616,0.823045036963307,"E2F2"
"ENSG00000008018.9",6009.4828051892,0.110512757632607,0.0709317017992227,1.55801644158237,0.119229350653494,0.273797239145045,"PSMB1"
"ENSG00000008056.14",66.0847870661507,0.0485582314233176,0.152386976132295,0.318650797172861,0.74999132917927,0.858230172938721,"SYN1"
"ENSG00000008083.14",1251.92538986288,0.00583959883193413,0.0711059749722247,0.082125290233559,0.934547082351459,0.965579741573631,"JARID2"
