id	filename	md5	size	state
22cae278-eb88-4685-9ff7-667e53b50a34	22cae278-eb88-4685-9ff7-667e53b50a34/e0dabde8-1dd8-4aa6-9f23-51dc22fc2cae.rna_seq.augmented_star_gene_counts.tsv	27dc15ea77c9cb87d973c3011e549d6b	4257692	validated
25857230-7253-4929-a790-90815194b213	25857230-7253-4929-a790-90815194b213/b6e9752c-ad52-457d-a37c-78ffb7ddc520.rna_seq.augmented_star_gene_counts.tsv	a4f53cf3e7f9f8af8b7f339c48a83732	4242305	validated
25f44be3-2e4f-4121-ac23-21bd3866dbce	25f44be3-2e4f-4121-ac23-21bd3866dbce/e62d96e9-3e79-4eef-9e5e-568a48dd737b.rna_seq.augmented_star_gene_counts.tsv	3060c8a23e9334d28c758f13f50b9c5c	4272092	validated
269a7c8d-f4d6-4f1a-a85b-874934f214b9	269a7c8d-f4d6-4f1a-a85b-874934f214b9/75eaaf2c-7cd9-416d-88c0-7c5502db9ab5.rna_seq.augmented_star_gene_counts.tsv	2fd721554185bc4cff98277c0b4138a5	4216676	validated
27884724-a2c0-4b3e-921a-54e5f8bf1faa	27884724-a2c0-4b3e-921a-54e5f8bf1faa/59578e5d-b76f-46eb-b5d9-7c90b8a9dbe4.rna_seq.augmented_star_gene_counts.tsv	a1a6000c45577f0663c459d0900d088f	4249057	validated
29dd3ad7-f2c6-4abf-8e81-6734e4bd8a6a	29dd3ad7-f2c6-4abf-8e81-6734e4bd8a6a/aa85d7ef-5884-4eb4-a78b-3023d2e01a8b.rna_seq.augmented_star_gene_counts.tsv	7164d3905ae90792fe49404e3f7825d5	4221503	validated
2a9f6775-bb04-4262-9eb2-d64a8e027010	2a9f6775-bb04-4262-9eb2-d64a8e027010/4564496a-31da-4537-abe0-5b3f2455ed13.rna_seq.augmented_star_gene_counts.tsv	cfbc230d887e8a78009a208db0c503c2	4217797	validated
2bbe47a1-f055-43e7-94d3-06aafb5af6e8	2bbe47a1-f055-43e7-94d3-06aafb5af6e8/4f8b284e-7e42-45c5-b7cc-57cc678ec3df.rna_seq.augmented_star_gene_counts.tsv	ff5dd71ceb95be5107ecbf1b2ef3f202	4240703	validated
2e0c7cfb-2794-4c86-b43e-8215c39186d8	2e0c7cfb-2794-4c86-b43e-8215c39186d8/882d1be3-1f82-41e7-8538-1ef513efef32.rna_seq.augmented_star_gene_counts.tsv	35491666b4f49853c1524df9a52c2418	4264467	validated
2f2cc9dc-1d0a-4302-b674-02d56c259ff3	2f2cc9dc-1d0a-4302-b674-02d56c259ff3/8dc8ccd2-a842-4a48-a8db-007855733fc0.rna_seq.augmented_star_gene_counts.tsv	2f611c504c268ded62d5f6fb8ae9b629	4222485	validated
306febc7-f9b2-493a-9520-b9700d0f3e47	306febc7-f9b2-493a-9520-b9700d0f3e47/04c4affd-ca5d-4ea4-95d1-a6502e80d1af.rna_seq.augmented_star_gene_counts.tsv	2f1039985e94678936c051c4119da1cd	4247685	validated
320660cd-100a-4f5a-a604-4de3ced7f042	320660cd-100a-4f5a-a604-4de3ced7f042/258b0b5e-2b09-4378-9606-83955ca19d7c.rna_seq.augmented_star_gene_counts.tsv	3a758779c173708b74d410af19c25e8e	4249973	validated
360ebab8-859c-4286-b613-befa0fa306f0	360ebab8-859c-4286-b613-befa0fa306f0/ecef82f6-3009-4345-a56d-d028535d78fd.rna_seq.augmented_star_gene_counts.tsv	021cfd0b440d454b17b7b0d10c139349	4243764	validated
38cc1ced-6874-4aed-ab73-8c6344564cd6	38cc1ced-6874-4aed-ab73-8c6344564cd6/d0f1d923-1014-4a12-824b-9939fd75f9b1.rna_seq.augmented_star_gene_counts.tsv	2989a65bbd9f6f15884be052ebdbf828	4224864	validated
3baa9c28-dfb3-4ec3-9e3c-1d2f1421b00f	3baa9c28-dfb3-4ec3-9e3c-1d2f1421b00f/1a0143ed-cd70-498f-b094-bc71b6921fb3.rna_seq.augmented_star_gene_counts.tsv	1e1576c258b94934785329e302ce6a21	4242824	validated
3ce6800e-9df0-45a7-9e18-7e141911e4e9	3ce6800e-9df0-45a7-9e18-7e141911e4e9/0c73a12d-b6a0-4ee0-9364-6744964e3526.rna_seq.augmented_star_gene_counts.tsv	a0f2516641e60c6c2abb721ab1d8fef3	4214329	validated
3d08a99f-46c1-4e06-a042-521a54ebbe1e	3d08a99f-46c1-4e06-a042-521a54ebbe1e/02f6c9d4-8296-4e00-9e78-4f4d8c942340.rna_seq.augmented_star_gene_counts.tsv	ac1df830521fd8fc154b3a640bed941c	4226383	validated
3e6105ba-3a23-4ac6-bf0d-1193fb2e679e	3e6105ba-3a23-4ac6-bf0d-1193fb2e679e/812033b2-3784-44bf-8913-56307b267ea9.rna_seq.augmented_star_gene_counts.tsv	10f9cdf7af7652974510dcd1a9457854	4231014	validated
3f474548-c7b2-4d5e-9f8d-03c800a094fe	3f474548-c7b2-4d5e-9f8d-03c800a094fe/3db0576d-969f-4cb6-9e5d-51407b953ef4.rna_seq.augmented_star_gene_counts.tsv	d80b1ad9d5dc15ab9a94d1d713c0e802	4266272	validated
44d8e988-1a2b-4588-a64a-cf5a6c164e03	44d8e988-1a2b-4588-a64a-cf5a6c164e03/71809317-f775-4faa-b1c6-40bae85c69aa.rna_seq.augmented_star_gene_counts.tsv	e64e8b3dc34a42bcb1239702ab82508f	4256464	validated
458042ad-bec8-4433-80da-70f517a440f7	458042ad-bec8-4433-80da-70f517a440f7/25a6fe1b-0472-489f-a721-f596395badb1.rna_seq.augmented_star_gene_counts.tsv	bbedd91fbaa3ea10504bcfe4ae3b89dc	4255526	validated
466db517-921b-47e8-b249-b4c9bd714bfd	466db517-921b-47e8-b249-b4c9bd714bfd/28e5e6cc-60b0-4324-b05e-d05af474da90.rna_seq.augmented_star_gene_counts.tsv	d3b9fd17453841cff2554e66dc1a6776	4250649	validated
4756b201-87c2-4428-b2cd-f933422fe8cf	4756b201-87c2-4428-b2cd-f933422fe8cf/b4dff9fc-6dab-42bc-8d32-7143e0d94043.rna_seq.augmented_star_gene_counts.tsv	d3d8bd959074102b6ce5aaf2be085b7d	4248192	validated
475fdbbb-3d3a-4d56-8d0e-34dfb8cb6346	475fdbbb-3d3a-4d56-8d0e-34dfb8cb6346/5f74c5cb-1127-4a5c-975e-58e5abc4db03.rna_seq.augmented_star_gene_counts.tsv	a2401a616eb79a13863b6f1b63d0d7ed	4242000	validated
4bd86df0-6768-4741-8d01-51fe34dd57fd	4bd86df0-6768-4741-8d01-51fe34dd57fd/bd1e3dcd-31c4-4f7f-8e99-9ad0d1050294.rna_seq.augmented_star_gene_counts.tsv	1e91674789dcd6a6bcc97d8171893ad9	4253061	validated
508c6166-6095-4133-a42a-79d75b0c0e31	508c6166-6095-4133-a42a-79d75b0c0e31/eda17fff-892d-440a-af83-b353ea60c478.rna_seq.augmented_star_gene_counts.tsv	948c8e8fd151abfdd683c0e7ea11fc89	4226735	validated
515aa64c-316b-497e-b877-7ab0c89a58bd	515aa64c-316b-497e-b877-7ab0c89a58bd/36f81494-52c4-49db-9dba-26a0c2de2e8e.rna_seq.augmented_star_gene_counts.tsv	3e6860b24df016fc9c652bfffa8cebed	4252294	validated
51ec5a15-11e8-435a-a3e0-2a99690309b9	51ec5a15-11e8-435a-a3e0-2a99690309b9/7276835e-ce0e-4fc6-a329-27d936c136ba.rna_seq.augmented_star_gene_counts.tsv	8b759407788b4ee751e262bda55b4ef3	4230705	validated
52d91ece-345c-4c5d-800a-121955b93c66	52d91ece-345c-4c5d-800a-121955b93c66/91e79d93-01a8-4908-805a-12678d68a543.rna_seq.augmented_star_gene_counts.tsv	37abd7a06ebbf7e3fc3457af2eecbe5c	4235935	validated
55831884-c907-457d-bb2c-7c7b3f7c4cd1	55831884-c907-457d-bb2c-7c7b3f7c4cd1/c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	validated
55bbaa27-e618-48d6-bac3-80e9cfbcdf2c	55bbaa27-e618-48d6-bac3-80e9cfbcdf2c/81e85e60-a0b6-4898-8cb0-02ac1a70f157.rna_seq.augmented_star_gene_counts.tsv	741d33e726c4c9be4b6046322f6af731	4254644	validated
58390e08-43b2-4517-b57c-ff899594e55a	58390e08-43b2-4517-b57c-ff899594e55a/80416b83-9ea2-4d33-8ba4-1fe9330d51f2.rna_seq.augmented_star_gene_counts.tsv	d44b998211ce7aeb8fcf1125605ec9e1	4239310	validated
5a7bd024-3d92-4e64-86bd-b6eea34f6526	5a7bd024-3d92-4e64-86bd-b6eea34f6526/e9f19ff2-29c5-4578-9c23-9d58c192ff59.rna_seq.augmented_star_gene_counts.tsv	51f8dffbecf75b35908f5483dfe3d7e5	4237587	validated
5ecec8fc-845f-43cf-82c3-73dea85cc53c	5ecec8fc-845f-43cf-82c3-73dea85cc53c/461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.augmented_star_gene_counts.tsv	c6db66bee178f64bc449e8cb0e0eb01b	4235780	validated
5ef157e9-bb3d-4214-a946-f5bc2bbf74b6	5ef157e9-bb3d-4214-a946-f5bc2bbf74b6/6078603d-a4e2-4a1a-abca-01fb63106888.rna_seq.augmented_star_gene_counts.tsv	b7a089eaaae9f690fd24e0648cc96c56	4243528	validated
5f2d965a-25df-4736-a675-efeb59341a04	5f2d965a-25df-4736-a675-efeb59341a04/9a54be5e-6201-4beb-9689-289b9849756e.rna_seq.augmented_star_gene_counts.tsv	9d598f42a96080927d9e4ccc40ac79a8	4199867	validated
648b0d02-f264-4d88-9997-baed8f000a60	648b0d02-f264-4d88-9997-baed8f000a60/6c438dcf-6ec0-4bf7-8122-875490967b70.rna_seq.augmented_star_gene_counts.tsv	96663d7e70cf35a9fe1e370d6c34e806	4249970	validated
669ce970-42a3-4797-bf9c-0de40a021bbf	669ce970-42a3-4797-bf9c-0de40a021bbf/0832f2ee-ad00-42c7-8cc3-9c63a7b5cea9.rna_seq.augmented_star_gene_counts.tsv	1a4b67cde878f37fe78ecb8d498135c5	4238136	validated
68b00cb6-4335-4c64-a3e0-0c29ed574480	68b00cb6-4335-4c64-a3e0-0c29ed574480/5418228b-cfd0-4580-87c6-3ebf6282ad73.rna_seq.augmented_star_gene_counts.tsv	fbabeebae2266a15dd0d21fc71796c93	4211769	validated
69e97c5b-4c8a-4710-a0f6-48ebfd917f5a	69e97c5b-4c8a-4710-a0f6-48ebfd917f5a/af276b15-2dc4-4724-bbf5-1be8224b7f73.rna_seq.augmented_star_gene_counts.tsv	a52ccf5219e9acd92ddebf65affe68e2	4214387	validated
6b6751a5-2dad-4bb4-bfae-b2239770fad8	6b6751a5-2dad-4bb4-bfae-b2239770fad8/41fde338-9254-4ad2-9806-d7864c2d038e.rna_seq.augmented_star_gene_counts.tsv	400c739136c9fea94e49d6d7b05bdeb0	4246540	validated
72db648d-0ff7-418b-b7bd-590eda282f74	72db648d-0ff7-418b-b7bd-590eda282f74/f0395da6-5f12-4a35-8aa6-0b1b47a2acba.rna_seq.augmented_star_gene_counts.tsv	b7ee69b362188669c7924dabfb628b0d	4245810	validated
76ac1fee-bf40-463f-a4d8-cb9affe0e7c5	76ac1fee-bf40-463f-a4d8-cb9affe0e7c5/7086e8ce-d1e5-4901-ac33-31c299f46356.rna_seq.augmented_star_gene_counts.tsv	e02c45cf2ed173e2a353fd83b6cea964	4247335	validated
78d70b30-8812-4802-bca7-f1b8135b9cbd	78d70b30-8812-4802-bca7-f1b8135b9cbd/db66be89-fb7c-41c3-9a0b-9beae75b7850.rna_seq.augmented_star_gene_counts.tsv	c23ae4717a1c8bfadf469112a0e6d2cc	4254576	validated
7a2e7511-e77e-4805-82a3-cb9f5939ed26	7a2e7511-e77e-4805-82a3-cb9f5939ed26/735e3d15-4df3-4162-b819-1ebc1991bfce.rna_seq.augmented_star_gene_counts.tsv	de241e6043b73a7f78859994853a80b2	4233266	validated
7a3f27a9-476d-43e2-abb8-db402f80dfcf	7a3f27a9-476d-43e2-abb8-db402f80dfcf/9ba0ff4b-4276-45ee-a543-a2e837777923.rna_seq.augmented_star_gene_counts.tsv	766e34e9da73695da4e71aece82960fd	4230618	validated
7a59e84b-2d4a-4148-966d-7eadeb61ef38	7a59e84b-2d4a-4148-966d-7eadeb61ef38/9fde5e1d-5b86-411d-b194-3eb3c6305ebd.rna_seq.augmented_star_gene_counts.tsv	9c21043c5638dba7273a01f2c1e1173c	4242753	validated
7f67633b-3eba-4891-94aa-b3e38f6927ae	7f67633b-3eba-4891-94aa-b3e38f6927ae/acbeca74-24ec-4e54-98e6-d3f59475dde9.rna_seq.augmented_star_gene_counts.tsv	68f224b4f8fa9a7750f70100bb534b5e	4229430	validated
7f827e47-e374-4c0e-8fec-b53018bfad03	7f827e47-e374-4c0e-8fec-b53018bfad03/f01d4b93-8aeb-4b87-a063-59d7b6057fba.rna_seq.augmented_star_gene_counts.tsv	a23de752384e55c3561f88e8ca95c827	4243758	validated
7f9624e7-0e7b-4a2b-8413-1737f0f7c1d0	7f9624e7-0e7b-4a2b-8413-1737f0f7c1d0/8e1fcc77-bf23-42e4-949f-d429f7211dd6.rna_seq.augmented_star_gene_counts.tsv	29785b75fe3e6352aecc7a29fd84be79	4226727	validated
8148f34c-1ddd-454a-8761-8b76e97e8534	8148f34c-1ddd-454a-8761-8b76e97e8534/4a39a182-e583-4ff0-a8f0-f73b0f5c4f20.rna_seq.augmented_star_gene_counts.tsv	4b5d514b2aa04892b35a766af78e6ea7	4221589	validated
82e982fc-138a-48f8-8127-fb20caa019a2	82e982fc-138a-48f8-8127-fb20caa019a2/b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.augmented_star_gene_counts.tsv	54f1b9cb73ec7405a3d531defbada6b5	4215198	validated
883bbed6-0216-48c2-9694-5dba83ce65c7	883bbed6-0216-48c2-9694-5dba83ce65c7/af407c3f-2dad-4fb9-850e-4a79b361589b.rna_seq.augmented_star_gene_counts.tsv	d19a4ab3b293c1bedf7ad79fd796dad1	4233751	validated
89bdfb20-8991-4bc4-b112-6e9be096b566	89bdfb20-8991-4bc4-b112-6e9be096b566/4f332295-b93c-48bf-8125-3a1539a03742.rna_seq.augmented_star_gene_counts.tsv	b0e63c739107c0d80a1045351c7b791a	4225793	validated
89bf9c33-c1b4-4786-821f-802cf36eed43	89bf9c33-c1b4-4786-821f-802cf36eed43/2a53d9f7-430a-45c5-9171-8ee65dc560dd.rna_seq.augmented_star_gene_counts.tsv	e60e754c99194b675d97bbadf45cce3a	4242284	validated
8a898b7d-6f1b-4d2a-9f5d-0751ced1d7bf	8a898b7d-6f1b-4d2a-9f5d-0751ced1d7bf/da3718fb-d874-4469-a3fe-6ba6fa89676b.rna_seq.augmented_star_gene_counts.tsv	85f974d8960b4355be1844545895f0a3	4251615	validated
8b55c916-963b-41d6-b7ce-7e8ccf958c80	8b55c916-963b-41d6-b7ce-7e8ccf958c80/72726dc4-fa08-4e34-9539-29ddb19dd782.rna_seq.augmented_star_gene_counts.tsv	a885ede54564e2291a817d02e8333ca6	4257037	validated
8ddad1cb-d2ab-4fbf-865e-f134fcce0194	8ddad1cb-d2ab-4fbf-865e-f134fcce0194/3c6fdcc9-916b-4ec2-be58-1dd15e7d94a2.rna_seq.augmented_star_gene_counts.tsv	c45bc11b5e9c813d6bf503bfe169abb5	4248549	validated
9123a775-d686-49ab-90e7-0dc572c2fcaf	9123a775-d686-49ab-90e7-0dc572c2fcaf/7643fc1a-086e-4ea5-9766-3dde13cc00b4.rna_seq.augmented_star_gene_counts.tsv	3877efe3d98308858856b402ea9bd066	4222287	validated
927beddd-e0e7-4695-b744-79f27519389e	927beddd-e0e7-4695-b744-79f27519389e/044b4834-bb51-40c8-8027-e5d752fa8787.rna_seq.augmented_star_gene_counts.tsv	1fe66fdefd31ec9515e8bd37a6087e25	4234478	validated
942673a7-5072-466f-985c-42d38aeb5c2c	942673a7-5072-466f-985c-42d38aeb5c2c/145db6c5-f7ad-4e2f-88f1-d68bc457848a.rna_seq.augmented_star_gene_counts.tsv	510c95ee4efb8e39011f66d20495ded5	4266679	validated
94d8b11e-0198-4f40-987a-44691b3b03fa	94d8b11e-0198-4f40-987a-44691b3b03fa/1efac920-fb46-4ac8-b8b1-d1f2743edefe.rna_seq.augmented_star_gene_counts.tsv	86cf9c580afa5f8a0e0898c02b70e087	4224605	validated
968c4aa2-2bcd-4823-b7fa-fbedc41ddb25	968c4aa2-2bcd-4823-b7fa-fbedc41ddb25/d7339ba2-0cc2-40b7-9dbe-f8f3366b20d9.rna_seq.augmented_star_gene_counts.tsv	6e228114d239ac381ef7ca831144a869	4249826	validated
9835daf0-92cc-4237-838d-b122a15aa1f1	9835daf0-92cc-4237-838d-b122a15aa1f1/dad295e6-b4f8-4ad1-8439-acc3f903cfb0.rna_seq.augmented_star_gene_counts.tsv	ad4404bac2770b4fba3453695cc0b5b2	4212510	validated
9940e2a8-6a68-4482-a1bc-2a6edb7d52cd	9940e2a8-6a68-4482-a1bc-2a6edb7d52cd/bc8b6dee-0f79-492f-85e1-c1a09d6f9680.rna_seq.augmented_star_gene_counts.tsv	adc6e0a31776c8970551d88894e45b24	4226354	validated
9bf51961-c60a-43df-87eb-a64dae9e4e10	9bf51961-c60a-43df-87eb-a64dae9e4e10/52beaa60-92f3-48cf-a695-78bb66ccd4f6.rna_seq.augmented_star_gene_counts.tsv	178a1bafa3baf212e8d0ac4e73c478ff	4245175	validated
9ee64463-e09f-4983-b83d-a6a5481cab9a	9ee64463-e09f-4983-b83d-a6a5481cab9a/681308e4-1122-4343-9d6b-63df6a39d302.rna_seq.augmented_star_gene_counts.tsv	1d8b1e8e20fc34de64dead5341e1408a	4241969	validated
9ffe8343-d98f-4c5f-b29a-cbcbdac0c008	9ffe8343-d98f-4c5f-b29a-cbcbdac0c008/8536c3c1-1e75-4ebc-b792-30d7d228a117.rna_seq.augmented_star_gene_counts.tsv	c21ca32afb67a4dab1ec6d808c21afb9	4258988	validated
a412b415-0692-4adf-8447-067ad69913d7	a412b415-0692-4adf-8447-067ad69913d7/fcb42a31-a716-430f-a0a1-001766fc62b5.rna_seq.augmented_star_gene_counts.tsv	fd911ac5bbe78ead902c93f526838477	4228758	validated
a4b8b2f2-6a56-4999-bd95-c2c8e4aa3bd0	a4b8b2f2-6a56-4999-bd95-c2c8e4aa3bd0/5c5dec6e-b6ee-44af-a42e-485bdf54bde4.rna_seq.augmented_star_gene_counts.tsv	0b69a90b362e7d9bdf2019a5b0ee9f09	4224243	validated
a62db40f-4e4f-496c-84ed-ab9500b89757	a62db40f-4e4f-496c-84ed-ab9500b89757/cd271741-c470-4f57-9873-635fef14f902.rna_seq.augmented_star_gene_counts.tsv	0181ebe0b8f91a84d55e9fdcc8a2448b	4218941	validated
a71c722c-3483-4910-926d-c79b6c9a4e7d	a71c722c-3483-4910-926d-c79b6c9a4e7d/87bac569-d647-4a76-8e33-6ce085888138.rna_seq.augmented_star_gene_counts.tsv	ba3de50b89fa23720481bf19cbc29630	4230739	validated
ab3c7d7c-7ad0-4f26-9991-ddd288598936	ab3c7d7c-7ad0-4f26-9991-ddd288598936/5d843590-36a7-4568-88a4-2bc09e14927f.rna_seq.augmented_star_gene_counts.tsv	e2a5a342800957b223e29d242646d961	4222576	validated
ac98f8d2-fdc4-4925-8fce-7e86d7b89dec	ac98f8d2-fdc4-4925-8fce-7e86d7b89dec/758b1a4d-bd46-4611-b8c3-49c5f62a2dab.rna_seq.augmented_star_gene_counts.tsv	0d0585c93714d080a9d7a9990cedf30c	4232136	validated
ace52699-f049-4a11-ab3d-ce3719c62e41	ace52699-f049-4a11-ab3d-ce3719c62e41/0e3e11b9-9f43-4a0d-8665-023fae9f8b00.rna_seq.augmented_star_gene_counts.tsv	7edb44b06da1d77cd7dde2a9eece24a8	4223025	validated
b0a1b626-c44b-4a95-b4a4-383fc63f8649	b0a1b626-c44b-4a95-b4a4-383fc63f8649/233b6aa7-9d3f-4db0-a900-03f7cf4d0ac4.rna_seq.augmented_star_gene_counts.tsv	b7c92987759a21776856c723f9351d36	4231740	validated
b53ceb0c-a338-46e2-a0e6-224dec5ea807	b53ceb0c-a338-46e2-a0e6-224dec5ea807/05ca3ffd-a4d9-4667-80e2-d15125e88f7c.rna_seq.augmented_star_gene_counts.tsv	69d2dbba24a9e6dcd8d1a224289dc053	4244751	validated
b7006975-82c2-4fcc-855d-5ef024ef3d4f	b7006975-82c2-4fcc-855d-5ef024ef3d4f/b70dcd97-e1e4-417c-a05f-b37acdde6684.rna_seq.augmented_star_gene_counts.tsv	1fce4e7138b85e38aa13710c8e01bc00	4224562	validated
ba3e1d1e-3193-4770-9c57-b4ff1502af38	ba3e1d1e-3193-4770-9c57-b4ff1502af38/ce68bb71-4052-499c-bf2e-81d9c0dafc9b.rna_seq.augmented_star_gene_counts.tsv	c7dcea8c2e92fa09fbb39ad9230688ff	4269436	validated
bae501f3-c0ba-4646-8027-0623869176f4	bae501f3-c0ba-4646-8027-0623869176f4/c6fcbf56-bc49-43eb-981a-ef032465a7ce.rna_seq.augmented_star_gene_counts.tsv	c86025add8ba385b1c7ff06a77deb2f8	4227137	validated
bb47dbbf-75f5-4bbf-bd1a-ca81383f211b	bb47dbbf-75f5-4bbf-bd1a-ca81383f211b/2beab6d3-563d-421f-bf4a-7e1f843ec637.rna_seq.augmented_star_gene_counts.tsv	1b6d55b7b00ed84a78c2704a3581775c	4226091	validated
bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d	bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d/1f7293ad-85b2-4d42-afcc-88cf1027cf5f.rna_seq.augmented_star_gene_counts.tsv	beeb398a1376012fdd784b5c99831e14	4263814	validated
bbea4239-0ce8-4540-8818-d73d076b3aa6	bbea4239-0ce8-4540-8818-d73d076b3aa6/3369898e-21d8-4ded-8bbc-a746b1a743ad.rna_seq.augmented_star_gene_counts.tsv	de5312b418ee15ee4d2be3ef8a80236d	4215833	validated
bca264e4-3883-409f-ad4e-f56f81c7c93e	bca264e4-3883-409f-ad4e-f56f81c7c93e/21a80f43-21be-4549-901b-c99083021c30.rna_seq.augmented_star_gene_counts.tsv	2d8946bcff7aaeab71b0b637cd33f18c	4197791	validated
c140ee8e-c45f-47fb-b214-c3c8cdde972e	c140ee8e-c45f-47fb-b214-c3c8cdde972e/b5909b96-7ef6-497a-802e-11805dc7ded7.rna_seq.augmented_star_gene_counts.tsv	c8a1f9e2ec7fa72254b4a3d602c5e39f	4225356	validated
c2371da5-868b-4788-91ec-c9d4bd8d8085	c2371da5-868b-4788-91ec-c9d4bd8d8085/9d2f9191-338e-49ea-a887-a808cdf2703f.rna_seq.augmented_star_gene_counts.tsv	70b4c9eb00cfeedca229e97fdc895442	4227525	validated
c343f781-c1df-4349-aab3-f159329a11da	c343f781-c1df-4349-aab3-f159329a11da/3a8b14d9-c521-48d4-9400-074d752afe1b.rna_seq.augmented_star_gene_counts.tsv	1b67c1145e085900d7878227a2aa6cec	4240611	validated
c36f84e5-8c59-46fe-af32-7f70684383b2	c36f84e5-8c59-46fe-af32-7f70684383b2/07a66ae7-6b95-4d57-b308-dcb30672b6b9.rna_seq.augmented_star_gene_counts.tsv	cdde02700855e2ec0262c7951e97283b	4228907	validated
c97d6c2a-9866-4893-8cff-ee747c4a4550	c97d6c2a-9866-4893-8cff-ee747c4a4550/2f8abb88-ae9f-4315-bcad-4263862bd11b.rna_seq.augmented_star_gene_counts.tsv	50284d5270fbfe9576deaaedefa3337f	4231897	validated
cc1174cd-f902-46f0-9e69-b285b2b1317c	cc1174cd-f902-46f0-9e69-b285b2b1317c/3f579bea-4481-42cd-b433-4f4ff65cf7b0.rna_seq.augmented_star_gene_counts.tsv	29dfdede38026aab732cfccf92916e1b	4248554	validated
cff4fca2-d0e1-4e90-9d3c-639f995fc9ed	cff4fca2-d0e1-4e90-9d3c-639f995fc9ed/765dc4a5-ce4d-4437-9061-20c018bbbade.rna_seq.augmented_star_gene_counts.tsv	28c3026d2636d445b8b428bb938d758f	4221558	validated
d21e7461-c76d-4ae7-be02-313c3c34118d	d21e7461-c76d-4ae7-be02-313c3c34118d/72fe0e80-b3e6-4249-8345-fb9ff8d2ca9b.rna_seq.augmented_star_gene_counts.tsv	69cae17d13ab5d42ff7c3c9c4e7383ac	4227754	validated
d4778869-f3f2-481b-ab02-65a654128766	d4778869-f3f2-481b-ab02-65a654128766/11d52676-7017-48b4-872a-cefb91b8651c.rna_seq.augmented_star_gene_counts.tsv	e5993158892f7c670eda58c91e232d78	4251071	validated
d4eb86d5-1952-449c-a5d7-20ccc04f0d07	d4eb86d5-1952-449c-a5d7-20ccc04f0d07/56c858be-3637-4ba0-81be-208a3edac992.rna_seq.augmented_star_gene_counts.tsv	09fa4e80ada213d9fb4f10000bc78083	4256612	validated
d72c21fe-ff33-4f1e-a138-420968f1daf4	d72c21fe-ff33-4f1e-a138-420968f1daf4/89bcf4e2-f855-4035-bf0d-fe4917248223.rna_seq.augmented_star_gene_counts.tsv	172d4f3390be50f967ab76bd36e2f9bd	4226217	validated
